,0
2142,371.9
2143,371.6
2144,371.7
2145,371.3
2146,370.8
2147,370.0
2148,370.2
2149,369.7
2150,369.0
2151,368.7
2152,368.3
2153,367.7
2154,367.1
2155,367.2
2156,366.7
2157,366.2
2158,366.2
2159,366.4
2160,366.3
2161,366.6
2162,366.7
2163,367.3
2164,367.6
2165,368.0
2166,368.6
2167,368.3
2168,369.0
2169,369.6
2170,369.3
2171,369.5
2172,369.8
2173,369.8
2174,370.2
2175,369.9
2176,370.8
2177,371.3
2178,371.1
2179,371.7
2180,371.2
2181,372.2
2182,372.2
2183,372.1
2184,371.8
2185,372.0
2186,372.7
2187,372.7
2188,373.0
2189,372.7
2190,373.7
2191,373.9
2192,373.7
2193,373.9
2194,373.8
2195,373.1
2196,372.8
2197,372.9
2198,372.7
2199,372.1
2200,371.3
2201,371.2
2202,370.6
2203,369.9
2204,369.5
2205,369.3
2206,369.0
2207,368.4
2208,368.2
2209,368.0
2210,367.4
2211,367.4
2212,367.8
2213,367.6
2214,368.1
2215,368.7
2216,368.7
2217,368.8
2218,369.7
2219,370.3
2220,370.3
2221,370.8
2222,371.2
2223,371.3
2224,371.5
